DateTime,Temperature,Rain,WindSpeed,Humidity,Demand,Hour,DayOfWeek,Month
08-08-2022 23:00,28.4,0,5.4,85,5541.69,23,0,8
09-08-2022 00:00,28.2,0,6.2,85,5538.86,0,1,8
09-08-2022 01:00,28,0,7.9,85,5168.18,1,1,8
09-08-2022 02:00,27.7,0,7.4,86,4884.48,2,1,8
09-08-2022 03:00,27.5,0,8,87,4648.45,3,1,8
09-08-2022 04:00,27.3,0,7.3,88,4474.11,4,1,8
09-08-2022 05:00,27.4,0,8,88,4327.43,5,1,8
09-08-2022 06:00,28.1,0,8.7,87,4229.64,6,1,8
09-08-2022 07:00,29,0,7.2,85,4222.23,7,1,8
09-08-2022 08:00,30.2,0,7.2,80,4282.61,8,1,8
09-08-2022 09:00,31.7,0,10.3,71,4598.22,9,1,8
09-08-2022 10:00,32.5,0.1,15,66,5051.41,10,1,8
09-08-2022 11:00,33,0,15.7,66,5252.35,11,1,8
09-08-2022 12:00,33.3,0,17.1,65,5447.56,12,1,8
09-08-2022 13:00,33.5,0,16.6,64,5458.95,13,1,8
09-08-2022 14:00,33.9,0,15.1,59,5720.92,14,1,8
09-08-2022 15:00,33.3,0,14.8,59,5830.84,15,1,8
09-08-2022 16:00,33.6,0,13.7,59,5674.19,16,1,8
09-08-2022 17:00,33.1,0,10,62,5503.19,17,1,8
09-08-2022 18:00,31.9,0,6.2,69,5310.45,18,1,8
09-08-2022 19:00,30.4,0,4.7,76,5327.48,19,1,8
09-08-2022 20:00,29.6,0,5,82,5540.16,20,1,8
09-08-2022 21:00,28.9,0,4.7,85,5777.51,21,1,8
09-08-2022 22:00,28.6,0,4.1,87,6191.02,22,1,8
09-08-2022 23:00,28.3,0,4.6,88,6204.89,23,1,8
10-08-2022 00:00,28.1,0,5.6,88,5921.3,0,2,8
10-08-2022 01:00,27.8,0,6.5,88,5590.25,1,2,8
10-08-2022 02:00,27.7,0,7.2,87,5287.46,2,2,8
10-08-2022 03:00,27.6,0,7,87,5009.98,3,2,8
10-08-2022 04:00,27.5,0,8.3,88,4809.48,4,2,8
10-08-2022 05:00,27.7,0,4.4,88,4643.5,5,2,8
10-08-2022 06:00,28.5,0,6.8,85,4530.48,6,2,8
10-08-2022 07:00,29.5,0,6.8,82,4535.39,7,2,8
10-08-2022 08:00,30.9,0,9.4,75,4577.54,8,2,8
10-08-2022 09:00,31.8,0.7,17.7,66,4905.52,9,2,8
10-08-2022 10:00,32.2,0,15.9,66,5394.96,10,2,8
10-08-2022 11:00,33.3,0,14.6,61,5608.91,11,2,8
10-08-2022 12:00,33.9,0,15.4,56,5708.75,12,2,8
10-08-2022 13:00,34.2,0,14.6,55,5667.78,13,2,8
10-08-2022 14:00,34.4,0,12.2,55,5963.1,14,2,8
10-08-2022 15:00,34.3,0,11.9,55,6245.67,15,2,8
10-08-2022 16:00,34,0,11.8,56,6123.99,16,2,8
10-08-2022 17:00,33.6,0,6.9,59,5948.71,17,2,8
10-08-2022 18:00,32.3,0,6.7,68,5615.9,18,2,8
10-08-2022 19:00,30.9,0,5.5,73,5505.69,19,2,8
10-08-2022 20:00,30.3,0,6.8,75,5588.98,20,2,8
10-08-2022 21:00,30.2,0,9.4,76,5726.35,21,2,8
10-08-2022 22:00,30,0,14.2,76,6156.38,22,2,8
10-08-2022 23:00,29.2,0,13.1,78,6414.19,23,2,8
11-08-2022 00:00,28.5,0,14.4,80,6258.84,0,3,8
11-08-2022 01:00,28.2,0,13.3,80,5885.97,1,3,8
11-08-2022 02:00,28.2,0,14.9,78,5509.84,2,3,8
11-08-2022 03:00,27.9,0,14.6,80,5207.88,3,3,8
11-08-2022 04:00,27.6,0,17.1,83,4957.28,4,3,8
11-08-2022 05:00,27,0,17,85,4737.14,5,3,8
11-08-2022 06:00,27.4,0,17.5,82,4510.42,6,3,8
11-08-2022 07:00,28.3,0,20.3,77,4381.02,7,3,8
11-08-2022 08:00,28.3,0.1,21.3,77,4267.24,8,3,8
11-08-2022 09:00,27.7,0.2,20.7,81,4313.76,9,3,8
11-08-2022 10:00,27.4,0.5,19.6,84,4505.36,10,3,8
11-08-2022 11:00,27.1,0.9,17.2,89,4580.52,11,3,8
11-08-2022 12:00,27.9,0.5,20.1,84,4583.56,12,3,8
11-08-2022 13:00,28,0.4,23.3,83,4484.22,13,3,8
11-08-2022 14:00,26.8,1,19.8,90,4545.83,14,3,8
11-08-2022 15:00,26.8,0.8,17.8,86,4600.86,15,3,8
11-08-2022 16:00,27.5,0,13.2,86,4501.63,16,3,8
11-08-2022 17:00,29,0,10,81,4362.93,17,3,8
11-08-2022 18:00,28.7,0,11.4,82,4209.58,18,3,8
11-08-2022 19:00,28,0,13.9,83,4284.13,19,3,8
11-08-2022 20:00,27.6,0,13.6,82,4490.49,20,3,8
11-08-2022 21:00,27.2,0,13.6,82,4642.27,21,3,8
11-08-2022 22:00,26.9,0,12.5,81,4972.39,22,3,8
11-08-2022 23:00,26.4,0,11.9,82,5148.6,23,3,8
12-08-2022 00:00,26,0,7.1,83,5015.46,0,4,8
12-08-2022 01:00,25.5,0,6.6,85,4755.25,1,4,8
12-08-2022 02:00,25.2,0,6.8,84,4525.01,2,4,8
12-08-2022 03:00,25.2,0,9.6,83,4325.53,3,4,8
12-08-2022 04:00,25.5,0,11.6,81,4159.18,4,4,8
12-08-2022 05:00,26.3,0,13.1,82,4051.83,5,4,8
12-08-2022 06:00,26.9,0,13.5,82,3944.03,6,4,8
12-08-2022 07:00,28.1,0,12.7,80,3968.83,7,4,8
12-08-2022 08:00,29.4,0,17.9,74,4049.54,8,4,8
12-08-2022 09:00,30.6,0,21.3,68,4433.59,9,4,8
12-08-2022 10:00,31.6,0,24.4,64,4914.84,10,4,8
12-08-2022 11:00,32.5,0,26.1,61,5180.53,11,4,8
12-08-2022 12:00,33,0,25.6,58,5304.69,12,4,8
12-08-2022 13:00,33.5,0,23.4,56,5274.58,13,4,8
12-08-2022 14:00,33.7,0,23.4,55,5593.79,14,4,8
12-08-2022 15:00,33.8,0,20.5,55,5820.75,15,4,8
12-08-2022 16:00,33.2,0,19.9,57,5802.87,16,4,8
12-08-2022 17:00,32,0,15.2,62,5596.18,17,4,8
12-08-2022 18:00,30.9,0,11.3,67,5272.89,18,4,8
12-08-2022 19:00,30,0,9.5,68,5200.07,19,4,8
12-08-2022 20:00,29.1,0,7.8,73,5349.68,20,4,8
12-08-2022 21:00,28.2,0,7.2,78,5439.88,21,4,8
12-08-2022 22:00,27.9,0,9.7,80,5737.77,22,4,8
12-08-2022 23:00,27.9,0,12.1,78,5890.37,23,4,8
13-08-2022 00:00,27.7,0,13.2,78,5707.68,0,5,8
13-08-2022 01:00,27.4,0,13.3,80,5359.48,1,5,8
13-08-2022 02:00,27,0,12,82,5092.11,2,5,8
13-08-2022 03:00,26.6,0,11.2,84,4823.77,3,5,8
13-08-2022 04:00,26.3,0,10.8,85,4594.88,4,5,8
13-08-2022 05:00,26.6,0,12.4,84,4417.02,5,5,8
13-08-2022 06:00,27,0,15,83,4242.33,6,5,8
13-08-2022 07:00,27.9,0,15.8,80,4138.12,7,5,8
13-08-2022 08:00,29.1,0,17.6,76,4090.87,8,5,8
13-08-2022 09:00,30.1,0.1,20.5,72,4298.14,9,5,8
13-08-2022 10:00,31.2,0.1,19.9,67,4693,10,5,8
13-08-2022 11:00,32.2,0,19.4,63,4923.02,11,5,8
13-08-2022 12:00,32.9,0.1,19,60,5069.8,12,5,8
13-08-2022 13:00,33.3,0.1,18.4,58,5047.03,13,5,8
13-08-2022 14:00,33.6,0.1,17.6,57,5293.58,14,5,8
13-08-2022 15:00,33.3,0.1,16.5,59,5491.86,15,5,8
13-08-2022 16:00,32.5,0,14,62,5446.78,16,5,8
13-08-2022 17:00,31.6,0,9.2,66,5201.17,17,5,8
13-08-2022 18:00,30.6,0,6.1,73,4993.79,18,5,8
13-08-2022 19:00,29.5,0,6.8,78,5022.81,19,5,8
13-08-2022 20:00,29,0,6.5,79,5192.93,20,5,8
13-08-2022 21:00,28.6,0,8.1,81,5387.6,21,5,8
13-08-2022 22:00,28,0,6.3,85,5738.68,22,5,8
13-08-2022 23:00,27.4,0,3.8,89,5898.39,23,5,8
14-08-2022 00:00,27,0,3.2,92,5719.49,0,6,8
14-08-2022 01:00,26.8,0,3.3,93,5404.63,1,6,8
14-08-2022 02:00,26.7,0,3.5,93,5128.51,2,6,8
14-08-2022 03:00,26.2,1.4,8.1,95,4886.11,3,6,8
14-08-2022 04:00,26,0,10.7,94,4655.97,4,6,8
14-08-2022 05:00,26.4,0,7.2,90,4474.19,5,6,8
14-08-2022 06:00,27,0,9.5,90,4260.19,6,6,8
14-08-2022 07:00,27.9,0,12.4,85,4078.76,7,6,8
14-08-2022 08:00,28.9,0,14.7,79,3980.65,8,6,8
14-08-2022 09:00,30.2,0,11.3,72,4119.04,9,6,8
14-08-2022 10:00,31.1,0.1,4.1,69,4452.74,10,6,8
14-08-2022 11:00,32.2,0,2.3,66,4749.82,11,6,8
14-08-2022 12:00,32.4,0,1.5,65,4949.37,12,6,8
14-08-2022 13:00,27.1,5.1,12.8,86,4837.6,13,6,8
14-08-2022 14:00,27.7,0.4,11.2,87,4959.9,14,6,8
14-08-2022 15:00,27.5,0.4,4.6,88,4791.27,15,6,8
14-08-2022 16:00,28.3,0.1,3.9,88,4622.37,16,6,8
14-08-2022 17:00,27.3,0,3.4,88,4490.88,17,6,8
14-08-2022 18:00,27.4,0,6.7,87,4338.83,18,6,8
14-08-2022 19:00,27.2,0.3,4.2,89,4459.25,19,6,8
14-08-2022 20:00,27.1,0.2,4.7,91,4598.88,20,6,8
14-08-2022 21:00,26.8,0,6.4,94,4746.83,21,6,8
14-08-2022 22:00,26.4,0,6.2,96,5007.91,22,6,8
14-08-2022 23:00,26.1,0,4.7,95,5154.48,23,6,8
15-08-2022 00:00,25.8,0,5.2,96,5020.31,0,0,8
15-08-2022 01:00,25.7,0,5.2,96,4770.47,1,0,8
15-08-2022 02:00,25.6,0,5.2,97,4534.83,2,0,8
15-08-2022 03:00,25.6,0,5.2,97,4343.69,3,0,8
15-08-2022 04:00,25.8,0,8,96,4182.39,4,0,8
15-08-2022 05:00,26.1,0,10.4,92,4007.37,5,0,8
15-08-2022 06:00,26.1,0,8.7,89,3831.2,6,0,8
15-08-2022 07:00,26.7,0,8,86,3710.82,7,0,8
15-08-2022 08:00,28,0,10,80,3510.02,8,0,8
15-08-2022 09:00,29.2,0,12.4,73,3404,9,0,8
15-08-2022 10:00,29.7,0,14.7,71,3452.1,10,0,8
15-08-2022 11:00,30.3,0.1,16.2,67,3520.65,11,0,8
15-08-2022 12:00,30.7,0,15.5,65,3608.89,12,0,8
15-08-2022 13:00,30,0,15.3,67,3717.22,13,0,8
15-08-2022 14:00,29.7,0,13.8,69,3818.69,14,0,8
15-08-2022 15:00,30.3,0,13.2,69,3897.15,15,0,8
15-08-2022 16:00,30.2,0,13.2,68,3827.64,16,0,8
15-08-2022 17:00,29.8,0,11.7,73,3653.64,17,0,8
15-08-2022 18:00,28.3,0.2,4.4,81,3589.25,18,0,8
15-08-2022 19:00,27.5,0,5.1,86,3811.58,19,0,8
15-08-2022 20:00,27.7,0,9.4,84,4318.39,20,0,8
15-08-2022 21:00,27.7,0,15.3,83,4662.08,21,0,8
15-08-2022 22:00,27.2,0,14.2,82,5000.2,22,0,8
15-08-2022 23:00,26.7,0,11.8,83,5133.13,23,0,8
16-08-2022 00:00,26.4,0,11.5,82,4925.56,0,1,8
16-08-2022 01:00,26.3,0,11.5,82,4654.21,1,1,8
16-08-2022 02:00,26.1,0,11.8,82,4425.56,2,1,8
16-08-2022 03:00,25.7,0.6,9.8,88,4235.55,3,1,8
16-08-2022 04:00,25.7,0,9.8,88,4050.64,4,1,8
16-08-2022 05:00,27.7,0,20.7,71,3939.58,5,1,8
16-08-2022 06:00,27.9,0,23.1,73,3880.89,6,1,8
16-08-2022 07:00,28,0,24.2,74,3861.27,7,1,8
16-08-2022 08:00,28.3,0,24.5,73,3834.45,8,1,8
16-08-2022 09:00,28.1,0,25.3,75,4231.06,9,1,8
16-08-2022 10:00,28.7,0,29.6,73,4681.38,10,1,8
16-08-2022 11:00,28.9,0,31.8,68,4922.83,11,1,8
16-08-2022 12:00,29.2,0,28.5,71,4965.47,12,1,8
16-08-2022 13:00,30.7,0,31.3,67,4850.71,13,1,8
16-08-2022 14:00,30.4,0.4,30.8,66,4996,14,1,8
16-08-2022 15:00,28.6,0.9,27.7,77,5156.78,15,1,8
16-08-2022 16:00,28.1,4.1,25.3,78,5003.8,16,1,8
16-08-2022 17:00,27.1,0.6,21.8,84,4851.57,17,1,8
16-08-2022 18:00,27.2,0,21.8,82,4708.59,18,1,8
16-08-2022 19:00,27.2,0,19.2,80,4669.09,19,1,8
16-08-2022 20:00,27.3,0,19.3,80,4668.45,20,1,8
16-08-2022 21:00,27,0,21.3,80,4668.2,21,1,8
16-08-2022 22:00,26.8,0,22.6,80,4914.94,22,1,8
16-08-2022 23:00,26.6,0,22.4,81,5060.04,23,1,8
17-08-2022 00:00,26.4,0,22.2,82,4865.26,0,2,8
17-08-2022 01:00,26.2,0,21.7,83,4566.53,1,2,8
17-08-2022 02:00,25.9,0,21.9,84,4308.17,2,2,8
17-08-2022 03:00,25.6,0,21,85,4093.63,3,2,8
17-08-2022 04:00,25.4,0,18.6,87,3929.6,4,2,8
17-08-2022 05:00,25.2,0,15.8,88,3848.3,5,2,8
17-08-2022 06:00,25.6,0,16.9,87,3887.78,6,2,8
17-08-2022 07:00,26.5,0,17.8,83,3894.63,7,2,8
17-08-2022 08:00,27.6,0,21.7,77,3939.48,8,2,8
17-08-2022 09:00,28.7,0,20.6,72,4278.39,9,2,8
17-08-2022 10:00,29.9,0,20.6,67,4744.84,10,2,8
17-08-2022 11:00,30.7,0.1,20.4,64,4944.33,11,2,8
17-08-2022 12:00,31.1,0.4,19.4,64,5006.69,12,2,8
17-08-2022 13:00,31.7,0.1,18.2,62,4924.27,13,2,8
17-08-2022 14:00,31.9,0,18.4,61,5189.67,14,2,8
17-08-2022 15:00,31.9,0,17.4,62,5419.46,15,2,8
17-08-2022 16:00,31.6,0,17.1,63,5420.75,16,2,8
17-08-2022 17:00,30.9,0,10.8,63,5272.12,17,2,8
17-08-2022 18:00,29.9,0,8.1,69,5040.97,18,2,8
17-08-2022 19:00,28.7,0,7.6,74,5005.78,19,2,8
17-08-2022 20:00,28.1,0,6.9,77,5015.2,20,2,8
17-08-2022 21:00,27.5,0,5.4,81,5084.22,21,2,8
17-08-2022 22:00,26.9,0,4.4,85,5397.67,22,2,8
17-08-2022 23:00,26.4,0,3.6,88,5527.62,23,2,8
18-08-2022 00:00,26.1,0,4,89,5279.13,0,3,8
18-08-2022 01:00,25.9,0,4.9,90,4963.29,1,3,8
18-08-2022 02:00,25.8,0,5.7,90,4695.51,2,3,8
18-08-2022 03:00,25.6,0,6.6,90,4460.84,3,3,8
18-08-2022 04:00,25.4,0,6.5,90,4272.34,4,3,8
18-08-2022 05:00,25.5,0,5.8,91,4139.95,5,3,8
18-08-2022 06:00,26.1,0,6.5,88,4116.41,6,3,8
18-08-2022 07:00,27.2,0,8.2,84,4096.95,7,3,8
18-08-2022 08:00,28.6,0,10.5,77,4134.75,8,3,8
18-08-2022 09:00,29.7,0,10.6,71,4524.47,9,3,8
18-08-2022 10:00,30.7,0.1,9.8,67,5040.88,10,3,8
18-08-2022 11:00,31.7,0.1,9.8,62,5146.7,11,3,8
18-08-2022 12:00,32.5,0.1,8.9,58,5260.73,12,3,8
18-08-2022 13:00,33,0.1,8.4,56,5179.97,13,3,8
18-08-2022 14:00,33.5,0.1,10.2,54,5496.13,14,3,8
18-08-2022 15:00,33.5,0.1,12.7,54,5755.42,15,3,8
18-08-2022 16:00,33.1,0,13,55,5713.43,16,3,8
18-08-2022 17:00,32.2,0,9.2,58,5564.25,17,3,8
18-08-2022 18:00,31,0,7.9,65,5277.13,18,3,8
18-08-2022 19:00,29.9,0,11,68,5173.28,19,3,8
18-08-2022 20:00,29.5,0,12.8,69,5237.2,20,3,8
18-08-2022 21:00,29,0,12.6,70,5317.25,21,3,8
18-08-2022 22:00,28.6,0,10.3,72,5635.1,22,3,8
18-08-2022 23:00,28.1,0,8.9,75,5813.41,23,3,8
19-08-2022 00:00,27.9,0,10.2,76,5626.76,0,4,8
19-08-2022 01:00,27.8,0,11.9,76,5286.18,1,4,8
19-08-2022 02:00,27.4,0,12.4,77,4987.02,2,4,8
19-08-2022 03:00,27.1,0,12.1,80,4740.34,3,4,8
19-08-2022 04:00,26.8,0,13.4,81,4530.8,4,4,8
19-08-2022 05:00,26.6,0,12.6,83,4350.88,5,4,8
19-08-2022 06:00,26.9,0,13.4,83,4200.67,6,4,8
19-08-2022 07:00,27.7,0,15.2,81,4147.28,7,4,8
19-08-2022 08:00,28.9,0,16.6,76,4142.06,8,4,8
19-08-2022 09:00,29.9,0.1,18.4,72,4336.36,9,4,8
19-08-2022 10:00,31.2,0.1,16.9,66,4729.05,10,4,8
19-08-2022 11:00,32.2,0.1,15.6,61,4952.84,11,4,8
19-08-2022 12:00,32.9,0.1,16,58,5087.14,12,4,8
19-08-2022 13:00,33.6,0.1,16.8,56,5055.21,13,4,8
19-08-2022 14:00,33.8,0.1,15.9,54,5257.14,14,4,8
19-08-2022 15:00,33.6,0.1,16.3,54,5418.17,15,4,8
19-08-2022 16:00,33.8,0,16.5,53,5383.83,16,4,8
19-08-2022 17:00,31.6,0,13.8,64,5221.41,17,4,8
19-08-2022 18:00,30.6,0,9.4,70,4930.31,18,4,8
19-08-2022 19:00,29.6,0,3.9,82,4909.07,19,4,8
19-08-2022 20:00,29.4,0,4.2,82,5044.51,20,4,8
19-08-2022 21:00,29,0,2.6,79,5150.88,21,4,8
19-08-2022 22:00,28.6,0,5.4,81,5389.7,22,4,8
19-08-2022 23:00,28.2,0,7.4,82,5582.56,23,4,8
20-08-2022 00:00,28,0,8.2,79,5554.19,0,5,8
20-08-2022 01:00,28.1,0,10.9,76,5582.88,1,5,8
20-08-2022 02:00,27.9,0,10.6,77,5254.92,2,5,8
20-08-2022 03:00,27,0,1.9,83,4977.53,3,5,8
20-08-2022 04:00,26.7,0.1,5,86,4782.64,4,5,8
20-08-2022 05:00,24.1,0.1,4,92,4606.39,5,5,8
20-08-2022 06:00,24.7,2,4.7,92,4388.02,6,5,8
20-08-2022 07:00,25.2,0.6,3.6,90,4270.33,7,5,8
20-08-2022 08:00,26.6,0,3.7,86,4204.97,8,5,8
20-08-2022 09:00,27.9,0,3,81,4461.13,9,5,8
20-08-2022 10:00,29.1,0,1.8,75,4869.89,10,5,8
20-08-2022 11:00,29.7,0,1.8,73,5095.86,11,5,8
20-08-2022 12:00,29.8,0.1,2.7,73,5142.09,12,5,8
20-08-2022 13:00,29.4,0.3,4,75,4890.25,13,5,8
20-08-2022 14:00,29.1,0.3,4.3,77,5050.85,14,5,8
20-08-2022 15:00,28.9,0.3,6.8,77,5201.85,15,5,8
20-08-2022 16:00,28.6,0.4,6,81,5211.34,16,5,8
20-08-2022 17:00,28.6,0.3,12,77,5140.91,17,5,8
20-08-2022 18:00,27.9,0,7.6,79,5027.26,18,5,8
20-08-2022 19:00,27.1,0,7.1,84,5053.55,19,5,8
20-08-2022 20:00,26.8,0,6.4,86,5121.01,20,5,8
20-08-2022 21:00,26.6,0,4.8,87,5192.67,21,5,8
20-08-2022 22:00,26.4,0,4.6,89,5432.17,22,5,8
20-08-2022 23:00,26.4,0,7.9,89,5545.15,23,5,8
21-08-2022 00:00,26.2,0,6.5,90,5399.38,0,6,8
21-08-2022 01:00,26,0,7,92,5155.77,1,6,8
21-08-2022 02:00,25.8,0,8.1,92,4929.81,2,6,8
21-08-2022 03:00,25.7,0,8.2,92,4706.27,3,6,8
21-08-2022 04:00,25.6,0,8.2,92,4544.94,4,6,8
21-08-2022 05:00,25.9,0,4.1,94,4414.37,5,6,8
21-08-2022 06:00,26.6,0,9.4,91,4286.49,6,6,8
21-08-2022 07:00,28,0,7.4,85,4211.75,7,6,8
21-08-2022 08:00,29.8,0,10,75,4158.82,8,6,8
21-08-2022 09:00,31.3,0,9.5,67,4261.8,9,6,8
21-08-2022 10:00,32.4,0,9,62,4495.49,10,6,8
21-08-2022 11:00,33,0,6.4,59,4692.29,11,6,8
21-08-2022 12:00,33.6,0,5.3,57,4857.95,12,6,8
21-08-2022 13:00,33.4,0.1,2.1,58,4962.11,13,6,8
21-08-2022 14:00,33.2,0,1.1,59,5169.26,14,6,8
21-08-2022 15:00,33,0,3.6,58,5279.66,15,6,8
21-08-2022 16:00,33,0,6,58,5161.87,16,6,8
21-08-2022 17:00,30.7,0,5.5,69,5001.32,17,6,8
21-08-2022 18:00,30.2,0,4.7,71,4809.52,18,6,8
21-08-2022 19:00,29.6,0,5.4,76,4994.66,19,6,8
21-08-2022 20:00,29.1,0,7.6,79,5199.98,20,6,8
21-08-2022 21:00,28.8,0,9.8,80,5499.3,21,6,8
21-08-2022 22:00,28.4,0,9.7,81,5876.68,22,6,8
21-08-2022 23:00,28.1,0,9.4,82,6037.53,23,6,8
22-08-2022 00:00,28,0,10.7,82,5815.97,0,0,8
22-08-2022 01:00,27.7,0,9.6,84,5496.89,1,0,8
22-08-2022 02:00,27.3,0,8.9,86,5197.2,2,0,8
22-08-2022 03:00,27,0,9,88,4948.52,3,0,8
22-08-2022 04:00,26.8,0,5.2,90,4757.94,4,0,8
22-08-2022 05:00,26.4,0,4,91,4599.77,5,0,8
22-08-2022 06:00,25.4,7,7.6,93,4516.99,6,0,8
22-08-2022 07:00,26,3.6,3.4,88,4469.73,7,0,8
22-08-2022 08:00,26.6,0.3,3.1,90,4538.9,8,0,8
22-08-2022 09:00,27.9,0,2.5,85,4879.6,9,0,8
22-08-2022 10:00,29.7,0,1.6,78,5340.18,10,0,8
22-08-2022 11:00,31.2,0,4.8,70,5525.55,11,0,8
22-08-2022 12:00,31.8,0,9.8,67,5549.41,12,0,8
22-08-2022 13:00,32.1,0,13.1,66,5510.01,13,0,8
22-08-2022 14:00,32.8,0,12.8,62,5823.85,14,0,8
22-08-2022 15:00,32.9,0,13.4,61,6075.37,15,0,8
22-08-2022 16:00,33,0,15.6,61,5925.84,16,0,8
22-08-2022 17:00,31.5,0.7,10.5,64,5691.85,17,0,8
22-08-2022 18:00,31.1,0,10.8,65,5341.18,18,0,8
22-08-2022 19:00,30.3,0,10.7,68,5414.3,19,0,8
22-08-2022 20:00,29.9,0,12.6,70,5539.43,20,0,8
22-08-2022 21:00,29.1,0,10.9,75,5735.75,21,0,8
22-08-2022 22:00,28.4,0.1,10.9,80,6114.31,22,0,8
22-08-2022 23:00,27.6,0.2,10.9,84,6253.68,23,0,8
23-08-2022 00:00,27.7,0,16.5,83,5990.55,0,1,8
23-08-2022 01:00,27.8,0,17.9,79,5604.19,1,1,8
23-08-2022 02:00,27.5,0,18.4,81,5313.3,2,1,8
23-08-2022 03:00,26.5,0.6,16.4,86,5045.6,3,1,8
23-08-2022 04:00,26.3,0.1,18.5,89,4832.3,4,1,8
23-08-2022 05:00,26,0,17.5,89,4663.44,5,1,8
23-08-2022 06:00,26.6,0,19.9,87,4526.26,6,1,8
23-08-2022 07:00,27.7,0,23.4,81,4425.51,7,1,8
23-08-2022 08:00,28.9,0,28.3,75,4436.25,8,1,8
23-08-2022 09:00,29.8,0.1,27,70,4768.19,9,1,8
23-08-2022 10:00,31.2,0,28.7,63,5197.84,10,1,8
23-08-2022 11:00,32.4,0,32,57,5362.47,11,1,8
23-08-2022 12:00,33,0,31.1,55,5412.5,12,1,8
23-08-2022 13:00,33.4,0,30.4,53,5326.97,13,1,8
23-08-2022 14:00,33.5,0,30.7,51,5628.26,14,1,8
23-08-2022 15:00,33,0,29.2,52,5866.38,15,1,8
23-08-2022 16:00,32.4,0,27.3,53,5791.19,16,1,8
23-08-2022 17:00,31.4,0,22.2,57,5585.49,17,1,8
23-08-2022 18:00,30.6,0,18.3,60,5272.96,18,1,8
23-08-2022 19:00,29.9,0,15.2,62,5225.94,19,1,8
23-08-2022 20:00,29.2,0,13,66,5243.89,20,1,8
23-08-2022 21:00,28.7,0,12.6,69,5356.75,21,1,8
23-08-2022 22:00,28.4,0,13.8,71,5716.42,22,1,8
23-08-2022 23:00,28,0,14.6,73,5890.55,23,1,8
24-08-2022 00:00,27.6,0,15,75,5681.89,0,2,8
24-08-2022 01:00,27.1,0,14,78,5334.07,1,2,8
24-08-2022 02:00,26.6,0,11,81,5009.24,2,2,8
24-08-2022 03:00,26.3,0,12.3,83,4759.73,3,2,8
24-08-2022 04:00,26,0,12.5,84,4541.39,4,2,8
24-08-2022 05:00,25.9,0,11.1,85,4387.82,5,2,8
24-08-2022 06:00,26.1,0,10,84,4332.48,6,2,8
24-08-2022 07:00,27.1,0,12.3,80,4277.02,7,2,8
24-08-2022 08:00,28.4,0,12.8,73,4324.38,8,2,8
24-08-2022 09:00,29.8,0,14.5,66,4646.89,9,2,8
24-08-2022 10:00,30.6,0.2,18.2,62,5096.82,10,2,8
24-08-2022 11:00,31,0.2,16.7,63,5274.44,11,2,8
24-08-2022 12:00,31.8,0.1,15.1,61,5346.95,12,2,8
24-08-2022 13:00,32.7,0,12.5,57,5274.47,13,2,8
24-08-2022 14:00,29.3,0.5,16.7,71,5563.02,14,2,8
24-08-2022 15:00,29.9,0.2,10.5,71,5616.94,15,2,8
24-08-2022 16:00,30.8,0.1,7.9,67,5559.71,16,2,8
24-08-2022 17:00,28.2,0.1,7.9,80,5448.24,17,2,8
24-08-2022 18:00,28,0,12.3,81,5252.12,18,2,8
24-08-2022 19:00,27.3,0,11.9,84,5253.1,19,2,8
24-08-2022 20:00,27.1,0,10.5,86,5223.44,20,2,8
24-08-2022 21:00,26.9,0,11,88,5261.59,21,2,8
24-08-2022 22:00,26.6,0,10.5,89,5574.93,22,2,8
24-08-2022 23:00,26.2,0,8.9,90,5677.78,23,2,8
25-08-2022 00:00,25.9,0,7.2,91,5437.62,0,3,8
25-08-2022 01:00,25.6,0,5.9,92,5100.2,1,3,8
25-08-2022 02:00,25.3,0,5.9,94,4811.46,2,3,8
25-08-2022 03:00,25.2,0,5.4,95,4573.43,3,3,8
25-08-2022 04:00,25,0,5.2,96,4385.9,4,3,8
25-08-2022 05:00,25.2,0,3.8,96,4248.35,5,3,8
25-08-2022 06:00,25.6,0,3.3,93,4221.57,6,3,8
25-08-2022 07:00,26.6,0,2.2,88,4209.71,7,3,8
25-08-2022 08:00,28,0,3.8,79,4198.27,8,3,8
25-08-2022 09:00,29.7,0.1,4.5,69,4590.46,9,3,8
25-08-2022 10:00,30.9,0,3.9,62,5073.05,10,3,8
25-08-2022 11:00,31.9,0.1,4.5,58,5306.3,11,3,8
25-08-2022 12:00,32.6,0.1,5.8,55,5308.47,12,3,8
25-08-2022 13:00,33.2,0.1,6.3,53,5228.89,13,3,8
25-08-2022 14:00,33.5,0.1,5.5,52,5511.06,14,3,8
25-08-2022 15:00,33.6,0,5,51,5747.25,15,3,8
25-08-2022 16:00,33.6,0,5.8,50,5652.58,16,3,8
25-08-2022 17:00,31.8,0,5.4,57,5534.38,17,3,8
25-08-2022 18:00,31.1,0,6.1,61,5282.34,18,3,8
25-08-2022 19:00,30,0,4.2,66,5282.07,19,3,8
25-08-2022 20:00,29.2,0,3.8,71,5340.46,20,3,8
25-08-2022 21:00,29.3,0,4.4,73,5413.65,21,3,8
25-08-2022 22:00,28.5,0,3.1,78,5742.75,22,3,8
25-08-2022 23:00,28.2,0,5.6,79,5866.34,23,3,8
26-08-2022 00:00,27.8,0,6.9,78,5633.13,0,4,8
26-08-2022 01:00,27.5,0,8.3,76,5286.79,1,4,8
